"Date","Price","Open","High","Low","Vol.","Change %"
"10/18/2017","1,069.26","1,074.85","1,075.79","1,067.31","872.08M","-0.06%"
"10/19/2017","1,084.34","1,074.04","1,084.56","1,072.33","794.62M","1.41%"
"10/20/2017","1,084.89","1,087.60","1,092.73","1,079.18","1.02B","0.05%"
"10/23/2017","1,073.03","1,081.67","1,081.67","1,073.03","770.59M","-1.09%"
"10/24/2017","1,072.06","1,076.03","1,079.95","1,071.34","828.10M","-0.09%"
"10/25/2017","1,083.55","1,075.60","1,084.86","1,075.60","813.38M","1.07%"
"10/26/2017","1,073.35","1,082.93","1,088.47","1,073.35","839.12M","-0.94%"
"10/27/2017","1,078.84","1,070.96","1,080.76","1,069.32","976.50M","0.51%"
"10/30/2017","1,084.67","1,087.82","1,090.75","1,082.94","821.24M","0.54%"
"10/31/2017","1,101.43","1,087.22","1,101.43","1,084.93","1.25B","1.55%"
"11/01/2017","1,130.24","1,105.13","1,135.02","1,102.26","2.00B","2.62%"
"11/02/2017","1,129.95","1,142.58","1,145.40","1,126.10","1.85B","-0.03%"
"11/03/2017","1,112.93","1,130.70","1,134.89","1,105.76","1.40B","-1.51%"
"11/06/2017","1,141.66","1,119.14","1,150.93","1,117.67","1.23B","2.58%"
"11/07/2017","1,122.72","1,144.42","1,146.65","1,122.72","1.23B","-1.66%"
"11/08/2017","1,118.95","1,128.48","1,130.18","1,107.59","1.36B","-0.34%"
"11/09/2017","1,102.46","1,122.10","1,124.98","1,099.19","1.16B","-1.47%"
"11/10/2017","1,089.49","1,104.73","1,106.62","1,087.13","975.16M","-1.18%"
"11/13/2017","1,088.60","1,096.38","1,098.89","1,080.11","1.01B","-0.08%"
"11/14/2017","1,101.48","1,089.52","1,106.87","1,081.60","1.12B","1.18%"
"11/15/2017","1,077.17","1,099.98","1,107.05","1,077.10","1.16B","-2.21%"
"11/16/2017","1,069.77","1,080.29","1,089.28","1,068.15","1.06B","-0.69%"
"11/17/2017","1,062.39","1,074.68","1,076.86","1,056.24","946.98M","-0.69%"
"11/20/2017","1,039.12","1,063.99","1,063.99","1,036.01","959.08M","-2.19%"
"11/21/2017","1,052.68","1,031.46","1,054.40","1,030.16","1.08B","1.30%"
"11/22/2017","1,059.64","1,053.57","1,061.45","1,036.77","1.12B","0.66%"
"11/23/2017","1,050.26","1,063.82","1,069.47","1,046.57","904.72M","-0.89%"
"11/24/2017","1,045.39","1,047.21","1,052.91","1,043.05","741.98M","-0.46%"
"11/27/2017","1,047.60","1,047.87","1,055.58","1,040.67","937.19M","0.21%"
"11/28/2017","1,020.68","1,046.87","1,061.81","1,020.68","1.11B","-2.57%"
"11/29/2017","1,023.42","1,022.91","1,030.90","1,014.91","892.13M","0.27%"
"11/30/2017","1,039.84","1,029.95","1,042.61","1,025.91","1.08B","1.60%"
"12/01/2017","1,035.59","1,039.11","1,042.10","1,030.95","740.18M","-0.41%"
"12/04/2017","1,052.15","1,033.51","1,052.75","1,033.51","772.99M","1.60%"
"12/05/2017","1,062.60","1,058.89","1,067.66","1,052.21","1.06B","0.99%"
"12/06/2017","1,053.04","1,064.32","1,067.25","1,050.79","885.72M","-0.90%"
"12/07/2017","1,064.48","1,055.81","1,067.86","1,051.60","792.54M","1.09%"
"12/08/2017","1,079.21","1,068.19","1,081.82","1,066.25","921.00M","1.38%"
"12/11/2017","1,091.56","1,087.89","1,093.42","1,084.58","939.86M","1.14%"
"12/12/2017","1,090.49","1,090.85","1,094.64","1,082.67","917.08M","-0.10%"
"12/13/2017","1,081.53","1,092.81","1,095.93","1,078.52","898.89M","-0.82%"
"12/14/2017","1,096.66","1,089.71","1,099.58","1,080.45","1.09B","1.40%"
"12/15/2017","1,093.30","1,095.78","1,100.51","1,089.27","849.14M","-0.31%"
"12/18/2017","1,102.48","1,098.12","1,108.37","1,097.86","917.32M","0.84%"
"12/19/2017","1,101.77","1,104.89","1,111.67","1,101.77","1.14B","-0.06%"
"12/20/2017","1,104.55","1,102.34","1,107.86","1,096.28","1.08B","0.25%"
"12/21/2017","1,112.72","1,108.05","1,118.61","1,107.85","1.07B","0.74%"
"12/22/2017","1,110.99","1,118.94","1,121.57","1,110.06","843.46M","-0.16%"
"12/25/2017","1,117.65","1,117.05","1,120.05","1,113.91","562.19M","0.60%"
"12/26/2017","1,120.07","1,121.31","1,122.61","1,116.65","765.94M","0.22%"
"12/27/2017","1,121.50","1,118.62","1,122.26","1,114.46","779.98M","0.13%"
"12/28/2017","1,144.80","1,125.14","1,145.42","1,125.14","914.15M","2.08%"
"12/29/2017","1,153.33","1,147.08","1,158.40","1,143.78","844.26M","0.75%"
"01/02/2018","1,175.24","1,157.35","1,177.24","1,156.26","1.59B","1.90%"
"01/03/2018","1,160.52","1,177.39","1,183.95","1,157.80","1.79B","-1.25%"
"01/04/2018","1,154.91","1,160.69","1,172.59","1,151.52","1.45B","-0.48%"
"01/05/2018","1,166.38","1,161.59","1,171.85","1,159.51","1.12B","0.99%"
"01/08/2018","1,163.05","1,175.14","1,177.84","1,162.29","1.09B","-0.29%"
"01/09/2018","1,150.23","1,163.11","1,166.47","1,149.42","1.20B","-1.10%"
"01/10/2018","1,135.89","1,148.12","1,148.57","1,128.84","1.28B","-1.25%"
"01/11/2018","1,147.19","1,143.29","1,147.19","1,130.58","1.37B","0.99%"
"01/12/2018","1,146.45","1,150.63","1,157.19","1,145.62","1.21B","-0.06%"
"01/15/2018","1,121.59","1,142.86","1,154.53","1,121.59","1.53B","-2.17%"
"01/16/2018","1,144.18","1,117.08","1,144.75","1,111.07","1.72B","2.01%"
"01/17/2018","1,165.93","1,144.30","1,166.30","1,137.06","1.50B","1.90%"
"01/18/2018","1,168.56","1,171.46","1,177.59","1,161.57","1.30B","0.23%"
"01/19/2018","1,151.47","1,167.24","1,170.65","1,149.26","1.47B","-1.46%"
"01/22/2018","1,172.35","1,156.39","1,172.46","1,152.89","1.24B","1.81%"
"01/23/2018","1,184.00","1,178.44","1,189.56","1,174.95","1.38B","0.99%"
"01/24/2018","1,196.48","1,184.77","1,196.73","1,181.48","1.40B","1.05%"
"01/25/2018","1,186.04","1,196.77","1,203.20","1,185.87","1.33B","-0.87%"
"01/26/2018","1,207.02","1,189.47","1,207.02","1,188.72","1.26B","1.77%"
"01/29/2018","1,208.45","1,213.41","1,215.32","1,193.98","1.25B","0.12%"
"01/30/2018","1,193.03","1,202.14","1,209.49","1,193.03","1.34B","-1.28%"
"01/31/2018","1,195.29","1,196.72","1,203.61","1,192.36","1.14B","0.19%"
"02/01/2018","1,190.44","1,200.16","1,208.94","1,186.59","1.13B","-0.41%"
"02/02/2018","1,181.19","1,193.34","1,195.85","1,177.93","851.23M","-0.78%"
"02/05/2018","1,168.53","1,177.25","1,181.21","1,165.88","937.79M","-1.07%"
"02/06/2018","1,154.57","1,142.97","1,158.93","1,138.76","1.28B","-1.19%"
"02/07/2018","1,155.70","1,162.52","1,165.16","1,153.92","1.22B","0.10%"
"02/08/2018","1,142.64","1,158.75","1,160.55","1,138.92","1.13B","-1.13%"
"02/09/2018","1,135.90","1,131.46","1,142.12","1,125.04","947.53M","-0.59%"
"02/12/2018","1,148.22","1,145.93","1,154.15","1,145.24","846.85M","1.08%"
"02/13/2018","1,144.94","1,153.18","1,156.70","1,144.31","846.98M","-0.29%"
"02/14/2018","1,134.55","1,153.29","1,156.07","1,132.49","884.87M","-0.91%"
"02/15/2018","1,162.26","1,146.42","1,162.99","1,146.42","980.71M","2.44%"
"02/16/2018","1,165.11","1,168.23","1,175.18","1,159.60","977.49M","0.25%"
"02/19/2018","1,158.82","1,170.75","1,175.22","1,154.57","964.73M","-0.54%"
"02/20/2018","1,134.33","1,162.87","1,169.27","1,132.68","1.12B","-2.11%"
"02/21/2018","1,163.16","1,150.21","1,163.16","1,147.49","918.59M","2.54%"
"02/22/2018","1,168.41","1,161.38","1,169.93","1,154.09","916.95M","0.45%"
"02/23/2018","1,175.21","1,174.40","1,178.54","1,170.34","766.64M","0.58%"
"02/26/2018","1,187.92","1,182.95","1,189.13","1,182.21","921.18M","1.08%"
"02/27/2018","1,188.32","1,190.34","1,192.17","1,184.60","956.53M","0.03%"
"02/28/2018","1,189.51","1,184.28","1,192.45","1,183.14","974.34M","0.10%"
"03/01/2018","1,176.32","1,186.30","1,191.15","1,173.99","1.10B","-1.11%"
"03/02/2018","1,168.59","1,173.23","1,175.90","1,162.65","840.01M","-0.66%"
"03/05/2018","1,169.46","1,170.33","1,175.31","1,165.92","739.65M","0.07%"
"03/06/2018","1,167.10","1,175.74","1,177.20","1,166.69","996.35M","-0.20%"
"03/07/2018","1,168.42","1,163.31","1,169.89","1,159.30","837.79M","0.11%"
"03/08/2018","1,165.67","1,169.62","1,173.96","1,165.20","719.87M","-0.24%"
"03/09/2018","1,169.15","1,169.27","1,172.40","1,164.95","846.11M","0.30%"
"03/12/2018","1,184.11","1,177.04","1,187.87","1,177.04","1.03B","1.28%"
"03/13/2018","1,182.67","1,185.28","1,186.11","1,176.69","1.05B","-0.12%"
"03/14/2018","1,175.93","1,183.22","1,189.78","1,174.09","988.89M","-0.57%"
"03/15/2018","1,172.02","1,179.79","1,181.49","1,170.31","1.03B","-0.33%"
"03/16/2018","1,172.16","1,176.11","1,178.53","1,168.29","907.64M","0.01%"
"03/19/2018","1,154.50","1,171.75","1,172.08","1,153.91","788.87M","-1.51%"
"03/20/2018","1,164.32","1,160.33","1,167.28","1,150.83","933.86M","0.85%"
"03/21/2018","1,176.51","1,166.13","1,177.95","1,164.81","1.32B","1.05%"
"03/22/2018","1,171.10","1,183.75","1,185.90","1,170.72","1.30B","-0.46%"
"03/23/2018","1,166.03","1,159.14","1,168.71","1,155.60","1.58B","-0.43%"
"03/26/2018","1,164.20","1,171.26","1,175.50","1,163.49","1.82B","-0.16%"
"03/27/2018","1,161.97","1,175.99","1,177.88","1,161.97","1.55B","-0.19%"
"03/28/2018","1,141.29","1,156.87","1,160.25","1,138.59","1.44B","-1.78%"
"03/29/2018","1,148.45","1,138.10","1,150.84","1,134.26","1.03B","0.63%"
"03/30/2018","1,149.30","1,155.34","1,158.72","1,146.96","927.87M","0.07%"
"04/02/2018","1,144.42","1,152.17","1,153.90","1,144.42","680.94M","-0.42%"
"04/03/2018","1,145.94","1,142.90","1,149.24","1,140.20","972.81M","0.13%"
"04/04/2018","1,139.76","1,148.12","1,148.94","1,132.82","1.07B","-0.54%"
"04/05/2018","1,149.48","1,143.03","1,153.19","1,140.32","1.36B","0.85%"
"04/06/2018","1,147.38","1,146.46","1,152.79","1,142.85","939.89M","-0.18%"
"04/09/2018","1,131.56","1,154.26","1,154.65","1,125.11","1.11B","-1.38%"
"04/10/2018","1,107.13","1,134.76","1,135.25","1,100.08","1.43B","-2.16%"
"04/11/2018","1,092.53","1,102.94","1,115.35","1,066.24","1.47B","-1.32%"
"04/12/2018","1,102.35","1,092.11","1,103.55","1,083.05","1.16B","0.90%"
"04/13/2018","1,096.04","1,107.15","1,107.93","1,089.81","869.90M","-0.57%"
"04/16/2018","1,106.88","1,098.61","1,111.16","1,098.51","959.24M","0.99%"
"04/17/2018","1,087.45","1,114.52","1,116.21","1,080.01","1.52B","-1.76%"
"04/18/2018","1,120.99","1,086.18","1,120.99","1,074.39","1.55B","3.08%"
"04/19/2018","1,121.22","1,121.12","1,124.07","1,115.97","1.13B","0.02%"
"04/20/2018","1,109.32","1,119.57","1,119.73","1,106.78","969.76M","-1.06%"
"04/24/2018","1,100.59","1,106.30","1,108.51","1,097.87","883.35M","-0.79%"
"04/25/2018","1,074.01","1,103.76","1,105.21","1,067.61","1.19B","-2.42%"
"04/26/2018","1,070.15","1,078.92","1,082.25","1,062.78","915.27M","-0.36%"
"04/27/2018","1,076.14","1,072.29","1,082.00","1,066.70","923.58M","0.56%"
"04/30/2018","1,042.83","1,079.40","1,081.71","1,037.50","925.42M","-3.10%"
"05/02/2018","1,047.26","1,048.15","1,053.32","1,029.34","1.13B","0.42%"
"05/03/2018","1,029.09","1,047.35","1,049.15","1,026.30","1.11B","-1.74%"
"05/04/2018","1,025.99","1,027.94","1,034.26","1,015.49","1.14B","-0.30%"
"05/07/2018","1,008.66","1,025.75","1,027.60","1,005.99","813.33M","-1.69%"
"05/08/2018","993.64","1,013.55","1,015.37","989.04","1.18B","-1.49%"
"05/09/2018","1,007.81","987.27","1,016.47","978.49","1.26B","1.43%"
"05/10/2018","1,023.81","1,012.37","1,023.81","993.18","1.10B","1.59%"
"05/11/2018","1,018.52","1,024.68","1,028.77","1,012.33","942.02M","-0.52%"
"05/14/2018","1,033.70","1,017.38","1,037.63","1,015.65","854.86M","1.49%"
"05/15/2018","1,015.40","1,022.65","1,030.27","1,012.21","1.05B","-1.77%"
"05/16/2018","1,021.58","1,016.12","1,027.95","1,006.55","1.05B","0.61%"
"05/17/2018","1,018.69","1,026.11","1,027.14","1,015.61","932.75M","-0.28%"
"05/18/2018","1,024.10","1,020.33","1,028.85","1,018.87","783.93M","0.53%"
"05/21/2018","1,022.58","1,021.67","1,033.18","1,018.93","811.86M","-0.15%"
"05/22/2018","1,033.28","1,027.18","1,037.70","1,022.62","1.03B","1.05%"
"05/23/2018","1,018.92","1,028.06","1,034.90","1,014.20","1.10B","-1.39%"
"05/24/2018","1,011.38","1,030.27","1,037.59","1,008.89","1.26B","-0.74%"
"05/25/2018","1,032.00","1,017.86","1,033.49","1,013.22","1.00B","2.04%"
"05/28/2018","1,065.25","1,044.81","1,065.25","1,044.16","977.40M","3.22%"
"05/29/2018","1,051.13","1,059.30","1,059.30","1,042.87","925.31M","-1.33%"
"05/30/2018","1,038.69","1,049.79","1,057.85","1,036.39","1.12B","-1.18%"
"05/31/2018","1,006.52","1,042.64","1,043.75","1,005.80","1.29B","-3.10%"
"06/01/2018","991.71","1,007.07","1,007.93","979.91","1.32B","-1.47%"
"06/04/2018","992.50","992.64","1,005.10","989.38","917.68M","0.08%"
"06/05/2018","978.23","996.00","999.09","976.65","859.75M","-1.44%"
"06/06/2018","966.58","982.70","983.62","951.26","1.12B","-1.19%"
"06/07/2018","986.24","964.42","987.95","960.70","1.20B","2.03%"
"06/08/2018","958.76","981.91","981.91","956.25","1.07B","-2.79%"
"06/11/2018","966.61","959.22","971.87","933.97","1.20B","0.82%"
"06/12/2018","953.07","964.74","967.83","949.51","905.89M","-1.40%"
"06/13/2018","935.05","948.26","956.09","933.37","857.53M","-1.89%"
"06/14/2018","945.41","932.96","954.06","927.51","478.60M","1.11%"
"06/18/2018","930.43","942.36","942.36","927.21","699.64M","-1.58%"
"06/19/2018","944.37","925.98","947.43","922.89","954.06M","1.50%"
"06/20/2018","945.52","942.96","952.47","937.19","909.91M","0.12%"
"06/21/2018","950.57","945.90","953.98","943.24","822.43M","0.53%"
"06/22/2018","958.52","955.17","961.87","944.51","737.52M","0.84%"
"06/25/2018","940.08","992.56","993.94","933.65","1.36B","-1.92%"
"06/26/2018","944.08","940.78","951.01","938.08","1.08B","0.43%"
"06/27/2018","959.55","944.33","961.87","942.93","1.39B","1.64%"
"06/28/2018","962.27","958.07","969.93","954.87","1.21B","0.28%"
"06/29/2018","965.20","968.27","975.00","962.30","1.01B","0.30%"
"07/02/2018","967.73","960.94","972.67","956.55","978.21M","0.26%"
"07/03/2018","965.88","970.28","974.46","964.50","942.95M","-0.19%"
"07/04/2018","972.30","967.96","974.55","963.92","817.84M","0.66%"
"07/05/2018","990.97","975.60","992.65","975.60","1.31B","1.92%"
"07/06/2018","987.34","993.01","998.06","981.10","1.16B","-0.37%"
"07/09/2018","992.53","995.96","1,008.08","987.33","1.38B","0.53%"
"07/10/2018","962.75","976.51","984.66","958.51","1.59B","-3.00%"
"07/11/2018","912.89","952.82","952.82","912.16","1.79B","-5.18%"
"07/12/2018","895.71","917.29","924.66","881.69","1.91B","-1.88%"
"07/13/2018","898.98","899.99","910.21","893.17","1.00B","0.37%"
"07/16/2018","897.44","906.83","910.44","891.66","1.11B","-0.17%"
"07/17/2018","916.30","898.18","916.38","897.68","1.34B","2.10%"
"07/18/2018","923.22","917.22","924.56","904.21","1.54B","0.76%"
"07/19/2018","930.03","927.52","932.96","921.93","1.16B","0.74%"
"07/20/2018","940.82","932.69","941.69","927.87","1.04B","1.16%"
"07/23/2018","953.05","941.73","960.36","941.73","1.12B","1.30%"
"07/24/2018","921.34","955.24","955.68","917.23","1.48B","-3.33%"
"07/25/2018","953.69","923.82","957.64","921.65","1.62B","3.51%"
"07/26/2018","948.17","957.76","966.81","935.37","1.68B","-0.58%"
"07/27/2018","955.85","949.03","959.77","944.45","1.20B","0.81%"
"07/30/2018","961.58","953.40","962.69","949.21","1.06B","0.60%"
"07/31/2018","969.52","959.42","972.32","957.94","1.24B","0.83%"
"08/01/2018","972.11","971.22","974.10","962.45","1.10B","0.27%"
"08/02/2018","945.43","955.18","955.18","941.53","1.14B","-2.74%"
"08/03/2018","956.10","944.83","960.64","944.83","1.25B","1.13%"
"08/06/2018","941.74","952.90","955.01","935.68","1.16B","-1.50%"
"08/07/2018","961.61","945.85","964.21","943.69","1.43B","2.11%"
"08/08/2018","969.74","963.27","972.60","959.70","1.30B","0.85%"
"08/09/2018","971.85","956.62","987.44","954.09","2.25B","0.22%"
"08/10/2018","949.40","956.03","978.10","885.98","2.35B","-2.31%"
"08/13/2018","926.85","938.70","938.70","884.33","2.59B","-2.38%"
"08/14/2018","934.19","946.89","952.99","928.10","1.82B","0.79%"
"08/15/2018","902.63","950.41","952.45","901.32","1.70B","-3.38%"
"08/16/2018","871.43","914.93","915.69","871.43","1.53B","-3.46%"
"08/17/2018","887.35","866.02","887.64","846.54","1.33B","1.83%"
"08/20/2018","901.86","889.85","904.76","889.39","388.95M","1.64%"
"08/27/2018","912.84","909.21","912.84","899.99","928.99M","1.22%"
"08/28/2018","938.67","912.75","939.75","909.92","1.25B","2.83%"
"08/29/2018","932.81","933.17","942.80","927.60","1.08B","-0.62%"
"08/31/2018","927.23","934.50","936.58","921.33","960.91M","-0.60%"
"09/03/2018","939.16","922.91","946.56","922.06","1.04B","1.29%"
"09/04/2018","931.89","942.54","945.89","929.15","868.92M","-0.77%"
"09/05/2018","927.91","931.00","937.19","923.71","999.32M","-0.43%"
"09/06/2018","927.63","931.22","941.66","927.63","775.44M","-0.03%"
"09/07/2018","932.74","931.71","936.76","925.39","912.89M","0.55%"
"09/10/2018","916.98","935.33","936.63","916.98","918.61M","-1.69%"
"09/11/2018","923.89","918.74","927.48","914.50","878.74M","0.75%"
"09/12/2018","922.27","928.36","935.53","919.24","1.08B","-0.18%"
"09/13/2018","944.19","922.58","946.10","912.06","1.60B","2.38%"
"09/14/2018","947.60","953.20","962.99","943.77","1.55B","0.36%"
"09/17/2018","943.48","944.77","951.05","937.90","1.27B","-0.43%"
"09/18/2018","948.87","947.36","953.75","945.38","1.26B","0.57%"
"09/19/2018","966.04","954.80","967.23","952.72","1.83B","1.81%"
"09/20/2018","961.21","970.14","973.88","955.23","2.19B","-0.50%"
"09/21/2018","979.88","965.99","979.88","965.99","1.28B","1.94%"
"09/24/2018","995.47","982.84","995.62","977.82","1.87B","1.59%"
"09/25/2018","992.92","1,000.97","1,001.81","986.36","1.74B","-0.26%"
"09/26/2018","991.49","995.12","997.73","981.48","1.16B","-0.14%"
"09/27/2018","1,002.99","990.84","1,006.38","989.34","1.95B","1.16%"
"09/28/2018","999.57","1,004.27","1,004.73","991.74","2.02B","-0.34%"
"10/01/2018","985.37","1,000.75","1,006.47","985.37","1.69B","-1.42%"
"10/02/2018","981.61","984.28","987.14","973.74","1.29B","-0.38%"
"10/03/2018","971.88","982.05","986.99","969.45","1.30B","-0.99%"
"10/04/2018","944.97","970.43","970.72","944.97","1.29B","-2.77%"
"10/05/2018","948.83","943.55","950.26","931.69","1.26B","0.41%"
"10/08/2018","960.87","941.32","962.32","938.17","1.41B","1.27%"
"10/09/2018","967.32","964.51","971.00","955.37","1.54B","0.67%"
"10/10/2018","944.41","970.70","971.69","944.41","1.45B","-2.37%"
"10/11/2018","947.48","939.25","951.17","934.80","1.37B","0.33%"
"10/12/2018","966.57","956.95","971.69","933.89","1.84B","2.01%"
"10/15/2018","986.31","973.47","990.38","973.47","1.86B","2.04%"
"10/16/2018","984.66","985.74","992.24","979.07","1.51B","-0.17%"
"10/17/2018","989.91","992.23","995.54","980.70","1.60B","0.53%"
"10/18/2018","974.54","989.88","991.73","971.91","1.28B","-1.55%"
"10/19/2018","964.55","978.20","979.33","963.35","1.17B","-1.03%"
"10/22/2018","946.82","972.16","974.06","946.82","1.07B","-1.84%"
"10/23/2018","934.69","940.80","944.43","923.45","1.25B","-1.28%"
"10/24/2018","926.92","938.88","941.59","926.92","993.47M","-0.83%"
"10/25/2018","937.48","922.72","937.66","919.58","1.06B","1.14%"
"10/26/2018","905.42","939.73","940.36","905.42","1.07B","-3.42%"
"10/30/2018","900.00","908.84","913.87","885.64","1.21B","-0.60%"
"10/31/2018","902.01","904.45","919.27","892.78","1.38B","0.22%"
"11/01/2018","923.87","902.54","924.41","899.50","1.17B","2.42%"
"11/02/2018","941.23","924.78","945.71","924.78","1.50B","1.88%"
"11/05/2018","959.48","945.24","959.48","938.13","1.41B","1.94%"
"11/06/2018","947.28","961.47","962.82","941.64","1.36B","-1.27%"
"11/07/2018","954.93","946.48","960.47","942.62","1.26B","0.81%"
"11/08/2018","935.06","955.22","956.42","932.58","1.30B","-2.08%"
"11/09/2018","928.39","932.98","936.98","921.27","1.21B","-0.71%"
"11/12/2018","914.45","930.06","936.95","914.45","955.59M","-1.50%"
"11/13/2018","927.09","915.32","930.95","912.98","1.19B","1.38%"
"11/14/2018","932.87","925.31","936.91","919.46","1.39B","0.62%"
"11/15/2018","932.97","935.23","940.02","926.95","1.33B","0.01%"
"11/16/2018","936.16","937.86","943.08","927.44","994.15M","0.34%"
"11/19/2018","945.71","935.68","946.03","935.68","1.18B","1.02%"
"11/20/2018","916.86","942.80","943.92","915.46","1.62B","-3.05%"
"11/21/2018","927.08","920.22","927.08","915.59","1.20B","1.11%"
"11/22/2018","926.29","927.43","929.40","918.83","902.86M","-0.09%"
"11/23/2018","930.03","925.82","930.03","920.29","828.98M","0.40%"
"11/26/2018","939.62","935.22","944.36","934.55","1.42B","1.03%"
"11/27/2018","935.17","939.05","941.04","930.43","1.26B","-0.47%"
"11/28/2018","940.71","937.56","946.73","937.56","1.26B","0.59%"
"11/29/2018","951.26","949.63","955.45","948.27","1.20B","1.12%"
"11/30/2018","954.16","951.64","954.16","945.28","1.65B","0.30%"
"12/03/2018","949.74","963.67","968.30","949.74","1.45B","-0.46%"
"12/04/2018","938.80","946.50","955.50","935.30","1.39B","-1.15%"
"12/05/2018","939.70","930.48","941.98","928.48","1.18B","0.10%"
"12/06/2018","928.27","935.07","938.67","923.75","1.16B","-1.22%"
"12/07/2018","936.99","935.21","938.07","931.49","998.48M","0.94%"
"12/10/2018","922.27","932.46","934.54","922.18","846.93M","-1.57%"
"12/11/2018","918.01","924.50","927.04","916.10","1.03B","-0.46%"
"12/12/2018","900.51","921.36","923.27","899.57","1.30B","-1.91%"
"12/13/2018","913.87","905.19","914.43","904.32","928.92M","1.48%"
"12/14/2018","905.29","910.72","912.01","893.38","1.04B","-0.94%"
"12/17/2018","899.62","905.96","909.95","899.33","779.30M","-0.63%"
"12/18/2018","910.74","896.95","910.74","895.67","1.03B","1.24%"
"12/19/2018","925.53","913.16","925.83","910.88","1.20B","1.62%"
"12/20/2018","918.54","918.64","924.25","913.32","1.12B","-0.76%"
"12/21/2018","918.61","917.78","922.22","909.16","1.17B","0.01%"
"12/24/2018","915.27","921.39","924.36","915.16","721.91M","-0.36%"
"12/25/2018","908.30","909.80","912.06","904.70","447.85M","-0.76%"
"12/26/2018","910.02","911.21","913.94","906.87","457.08M","0.19%"
"12/27/2018","909.75","917.93","919.12","907.63","714.55M","-0.03%"
"12/28/2018","904.35","911.74","914.95","901.07","648.65M","-0.59%"
"12/31/2018","912.70","906.75","913.38","903.24","616.24M","0.92%"
"01/02/2019","888.65","909.86","909.86","886.50","771.04M","-2.64%"
"01/03/2019","873.99","883.76","895.45","873.99","959.78M","-1.65%"
"01/04/2019","888.31","878.94","891.21","878.94","918.29M","1.64%"
"01/07/2019","899.51","894.45","902.28","892.81","971.55M","1.26%"
"01/08/2019","906.97","902.48","907.76","893.62","981.65M","0.83%"
"01/09/2019","911.57","910.32","914.19","905.91","1.13B","0.51%"
"01/10/2019","911.96","912.26","918.46","906.95","1.02B","0.04%"
"01/11/2019","916.87","915.03","920.28","912.63","912.42M","0.54%"
"01/14/2019","920.54","908.25","920.54","903.88","937.27M","0.40%"
"01/15/2019","931.73","926.28","933.03","924.78","1.29B","1.22%"
"01/16/2019","954.11","933.65","954.41","930.23","1.67B","2.40%"
"01/17/2019","968.17","955.00","973.55","951.61","1.85B","1.47%"
"01/18/2019","984.55","971.93","986.62","970.46","1.44B","1.69%"
"01/21/2019","979.55","986.27","998.29","976.35","1.56B","-0.51%"
"01/22/2019","996.77","979.91","996.77","978.56","1.62B","1.76%"
"01/23/2019","1,001.41","997.38","1,004.88","990.60","1.52B","0.47%"
"01/24/2019","1,017.74","1,004.54","1,017.74","1,003.15","1.60B","1.63%"
"01/25/2019","1,018.01","1,021.23","1,023.20","1,012.00","1.35B","0.03%"
"01/28/2019","1,012.90","1,018.23","1,028.07","1,012.40","1.28B","-0.50%"
"01/29/2019","1,040.98","1,013.59","1,040.98","1,010.77","1.54B","2.77%"
"01/30/2019","1,041.89","1,041.54","1,047.93","1,035.50","1.64B","0.09%"
"01/31/2019","1,040.74","1,054.78","1,059.30","1,034.09","1.88B","-0.11%"
"02/01/2019","1,029.37","1,040.61","1,043.72","1,026.48","1.43B","-1.09%"
"02/04/2019","1,022.55","1,030.78","1,035.54","1,019.89","1.11B","-0.66%"
"02/05/2019","1,024.48","1,027.65","1,038.52","1,017.56","1.54B","0.19%"
"02/06/2019","1,025.84","1,028.99","1,030.89","1,016.20","1.46B","0.13%"
"02/07/2019","1,027.84","1,027.53","1,029.37","1,019.45","1.42B","0.19%"
"02/08/2019","1,024.52","1,024.95","1,027.42","1,021.19","1.10B","-0.32%"
"02/11/2019","1,043.95","1,032.88","1,046.57","1,032.80","1.30B","1.90%"
"02/12/2019","1,037.62","1,046.53","1,049.77","1,033.65","1.45B","-0.61%"
"02/13/2019","1,016.46","1,043.39","1,044.55","1,016.46","1.55B","-2.04%"
"02/14/2019","1,021.30","1,019.24","1,026.17","1,007.50","1.64B","0.48%"
"02/15/2019","1,027.15","1,020.71","1,029.78","1,011.87","1.30B","0.57%"
"02/18/2019","1,017.29","1,028.67","1,031.31","1,017.29","1.26B","-0.96%"
"02/19/2019","1,017.42","1,018.45","1,019.79","1,007.13","1.18B","0.01%"
"02/20/2019","1,019.71","1,019.90","1,025.43","1,016.18","1.12B","0.23%"
"02/21/2019","1,024.94","1,020.34","1,028.93","1,016.95","1.07B","0.51%"
"02/22/2019","1,031.86","1,028.40","1,034.68","1,026.12","1.19B","0.68%"
"02/25/2019","1,043.30","1,038.75","1,051.46","1,038.75","1.71B","1.11%"
"02/26/2019","1,050.82","1,042.61","1,050.82","1,039.42","1.52B","0.72%"
"02/27/2019","1,041.41","1,051.17","1,052.69","1,041.17","1.55B","-0.90%"
"02/28/2019","1,045.30","1,042.48","1,050.70","1,041.28","1.33B","0.37%"
"03/01/2019","1,032.67","1,046.90","1,048.33","1,029.57","1.39B","-1.21%"
"03/04/2019","1,041.93","1,035.64","1,046.17","1,034.75","1.34B","0.90%"
"03/05/2019","1,037.31","1,039.34","1,048.32","1,034.60","2.01B","-0.44%"
"03/06/2019","1,034.53","1,040.26","1,048.67","1,033.65","1.55B","-0.27%"
