"Date","Price","Open","High","Low","Vol.","Change %"
"07/24/2020","1,192.02","1,185.01","1,192.02","1,182.21","3.17B","0.14%"
"07/27/2020","1,195.67","1,199.57","1,203.42","1,194.35","2.73B","0.31%"
"07/28/2020","1,152.70","1,197.10","1,198.16","1,152.70","4.09B","-3.59%"
"07/29/2020","1,135.55","1,156.04","1,159.74","1,120.96","4.35B","-1.49%"
"07/30/2020","1,126.90","1,137.17","1,137.17","1,124.60","1.40B","-0.76%"
"08/04/2020","1,087.16","1,140.39","1,143.26","1,064.91","4.29B","-3.53%"
"08/05/2020","1,091.80","1,095.29","1,100.56","1,066.13","4.57B","0.43%"
"08/06/2020","1,034.40","1,090.61","1,093.68","1,033.82","5.07B","-5.26%"
"08/07/2020","1,060.59","1,030.33","1,062.07","985.38","6.04B","2.53%"
"08/10/2020","1,075.52","1,055.58","1,078.94","1,039.00","3.80B","1.41%"
"08/11/2020","1,110.05","1,082.24","1,112.44","1,082.24","4.70B","3.21%"
"08/12/2020","1,114.18","1,114.90","1,119.29","1,096.46","4.62B","0.37%"
"08/13/2020","1,100.26","1,119.48","1,125.92","1,095.84","3.87B","-1.25%"
"08/14/2020","1,083.83","1,093.52","1,096.18","1,077.32","3.14B","-1.49%"
"08/17/2020","1,086.20","1,085.52","1,090.16","1,077.29","2.79B","0.22%"
"08/18/2020","1,092.46","1,087.75","1,100.59","1,084.47","2.63B","0.58%"
"08/19/2020","1,124.71","1,099.41","1,125.80","1,099.41","4.00B","2.95%"
"08/20/2020","1,126.80","1,124.97","1,131.70","1,113.93","4.22B","0.19%"
"08/21/2020","1,109.88","1,132.90","1,141.32","1,106.71","5.66B","-1.50%"
"08/24/2020","1,108.44","1,111.21","1,118.11","1,106.23","3.09B","-0.13%"
"08/25/2020","1,092.16","1,114.05","1,118.24","1,083.14","3.13B","-1.47%"
"08/26/2020","1,099.02","1,090.10","1,104.65","1,085.99","3.17B","0.63%"
"08/27/2020","1,108.93","1,107.55","1,111.60","1,102.01","2.90B","0.90%"
"08/28/2020","1,100.55","1,112.88","1,113.55","1,094.84","2.91B","-0.76%"
"08/31/2020","1,078.61","1,101.78","1,102.38","1,076.07","2.92B","-1.99%"
"09/01/2020","1,085.19","1,081.66","1,086.29","1,064.42","2.79B","0.61%"
"09/02/2020","1,083.91","1,086.09","1,091.30","1,079.83","2.61B","-0.12%"
"09/03/2020","1,076.34","1,085.88","1,091.11","1,074.34","2.35B","-0.70%"
"09/04/2020","1,086.32","1,075.57","1,090.03","1,072.80","2.59B","0.93%"
"09/07/2020","1,096.81","1,089.54","1,097.77","1,089.54","2.27B","0.97%"
"09/08/2020","1,089.60","1,101.56","1,102.80","1,085.23","2.39B","-0.66%"
"09/09/2020","1,099.68","1,089.39","1,099.81","1,087.49","3.33B","0.93%"
"09/10/2020","1,099.06","1,101.01","1,105.98","1,093.58","4.10B","-0.06%"
"09/11/2020","1,102.70","1,100.75","1,104.76","1,096.79","2.84B","0.33%"
"09/14/2020","1,107.29","1,105.31","1,110.34","1,103.41","3.09B","0.42%"
"09/15/2020","1,111.24","1,110.55","1,118.70","1,096.65","3.42B","0.36%"
"09/16/2020","1,107.11","1,113.54","1,116.57","1,104.69","2.15B","-0.37%"
"09/17/2020","1,110.66","1,105.74","1,110.66","1,100.27","2.66B","0.32%"
"09/18/2020","1,111.96","1,112.68","1,115.82","1,109.57","2.69B","0.12%"
"09/21/2020","1,087.03","1,111.82","1,115.14","1,085.73","3.29B","-2.24%"
"09/22/2020","1,096.16","1,088.67","1,097.51","1,084.93","2.92B","0.84%"
"09/23/2020","1,102.65","1,101.04","1,109.81","1,098.82","2.99B","0.59%"
"09/24/2020","1,119.56","1,098.88","1,120.73","1,097.01","4.09B","1.53%"
"09/25/2020","1,124.17","1,129.03","1,135.07","1,123.76","3.99B","0.41%"
"09/28/2020","1,121.17","1,124.68","1,130.68","1,116.34","3.34B","-0.27%"
"09/29/2020","1,123.25","1,123.65","1,132.27","1,112.39","3.80B","0.19%"
"09/30/2020","1,145.24","1,128.96","1,146.73","1,128.96","4.31B","1.96%"
"10/01/2020","1,143.51","1,150.07","1,155.38","1,142.77","3.51B","-0.15%"
"10/02/2020","1,145.03","1,138.91","1,150.35","1,137.55","3.45B","0.13%"
"10/05/2020","1,160.71","1,150.79","1,161.03","1,150.79","2.54B","1.37%"
"10/06/2020","1,153.71","1,165.12","1,170.48","1,153.71","3.71B","-0.60%"
"10/07/2020","1,152.41","1,150.10","1,156.88","1,147.43","3.25B","-0.11%"
"10/08/2020","1,150.49","1,156.74","1,159.41","1,143.33","3.16B","-0.17%"
"10/09/2020","1,165.70","1,152.78","1,166.50","1,150.97","3.66B","1.32%"
"10/12/2020","1,178.35","1,169.16","1,181.57","1,169.12","4.25B","1.09%"
"10/13/2020","1,174.70","1,180.98","1,181.57","1,170.79","3.91B","-0.31%"
"10/14/2020","1,189.29","1,177.08","1,189.66","1,172.59","5.86B","1.24%"
"10/15/2020","1,180.43","1,188.41","1,191.52","1,175.20","4.41B","-0.74%"
"10/16/2020","1,192.73","1,184.97","1,193.83","1,183.08","3.95B","1.04%"
"10/19/2020","1,205.37","1,195.46","1,209.47","1,195.46","4.24B","1.06%"
"10/20/2020","1,210.41","1,208.24","1,213.65","1,202.35","4.24B","0.42%"
"10/21/2020","1,211.51","1,220.88","1,222.95","1,209.31","4.13B","0.09%"
"10/22/2020","1,198.32","1,213.64","1,216.03","1,196.58","5.67B","-1.09%"
"10/23/2020","1,190.63","1,200.38","1,204.55","1,179.46","4.40B","-0.64%"
"10/26/2020","1,144.45","1,183.61","1,183.61","1,141.58","5.59B","-3.88%"
"10/27/2020","1,152.63","1,143.89","1,157.87","1,133.73","5.15B","0.71%"
"10/28/2020","1,126.99","1,150.10","1,152.61","1,126.99","2.52B","-2.22%"
"10/30/2020","1,112.37","1,120.85","1,120.85","1,095.72","6.60B","-1.30%"
"11/02/2020","1,133.59","1,119.72","1,143.45","1,117.68","5.57B","1.91%"
"11/03/2020","1,150.71","1,138.60","1,155.96","1,122.64","4.44B","1.51%"
"11/04/2020","1,167.65","1,155.48","1,170.94","1,154.00","4.69B","1.47%"
"11/05/2020","1,180.02","1,172.77","1,184.61","1,165.83","4.97B","1.06%"
"11/06/2020","1,191.96","1,180.49","1,192.24","1,177.05","4.68B","1.01%"
"11/09/2020","1,231.54","1,214.42","1,235.30","1,211.16","5.96B","3.32%"
"11/10/2020","1,243.00","1,226.73","1,244.37","1,218.83","5.13B","0.93%"
"11/11/2020","1,279.22","1,249.87","1,284.62","1,248.43","8.66B","2.91%"
"11/12/2020","1,271.75","1,284.52","1,303.81","1,262.58","8.86B","-0.58%"
"11/13/2020","1,291.29","1,277.06","1,292.83","1,272.76","5.39B","1.54%"
"11/16/2020","1,292.99","1,304.70","1,309.98","1,291.48","4.34B","0.13%"
"11/17/2020","1,259.72","1,291.65","1,293.01","1,259.69","4.56B","-2.57%"
"11/18/2020","1,294.72","1,264.06","1,294.72","1,264.06","6.31B","2.78%"
"11/19/2020","1,313.02","1,293.73","1,325.70","1,277.69","9.46B","1.41%"
"11/20/2020","1,323.95","1,315.69","1,328.33","1,315.59","4.81B","0.83%"
"11/23/2020","1,314.25","1,329.29","1,336.14","1,299.27","5.84B","-0.73%"
"11/24/2020","1,320.98","1,323.16","1,334.26","1,308.69","6.99B","0.51%"
"11/25/2020","1,325.47","1,330.07","1,341.91","1,323.42","5.58B","0.34%"
"11/26/2020","1,342.49","1,334.67","1,343.93","1,326.06","4.25B","1.28%"
"11/27/2020","1,328.73","1,348.47","1,351.65","1,324.72","5.61B","-1.02%"
"11/30/2020","1,283.58","1,314.43","1,316.52","1,283.58","5.12B","-3.40%"
"12/01/2020","1,325.29","1,302.25","1,325.29","1,287.62","4.61B","3.25%"
"12/02/2020","1,325.49","1,326.76","1,338.95","1,318.39","4.57B","0.02%"
"12/03/2020","1,330.85","1,327.62","1,335.77","1,315.52","5.74B","0.40%"
"12/04/2020","1,330.87","1,331.62","1,337.88","1,326.20","5.30B","0.00%"
"12/07/2020","1,329.90","1,329.96","1,336.68","1,326.13","4.88B","-0.07%"
"12/08/2020","1,339.89","1,331.63","1,348.30","1,331.63","5.31B","0.75%"
"12/09/2020","1,350.32","1,342.42","1,360.63","1,342.42","5.51B","0.78%"
"12/10/2020","1,353.36","1,353.39","1,366.78","1,346.52","5.90B","0.23%"
"12/11/2020","1,370.70","1,351.84","1,371.00","1,342.58","5.15B","1.28%"
"12/14/2020","1,388.55","1,378.19","1,394.58","1,378.19","4.63B","1.30%"
"12/15/2020","1,395.40","1,392.74","1,399.86","1,385.19","5.28B","0.49%"
"12/16/2020","1,392.45","1,404.25","1,409.78","1,384.98","5.02B","-0.21%"
"12/17/2020","1,399.36","1,403.10","1,406.10","1,392.47","4.45B","0.50%"
"12/18/2020","1,408.32","1,398.26","1,410.32","1,396.03","4.46B","0.64%"
"12/21/2020","1,384.43","1,401.65","1,401.65","1,368.58","5.00B","-1.70%"
"12/22/2020","1,404.97","1,393.57","1,410.82","1,391.69","4.51B","1.48%"
"12/23/2020","1,417.66","1,409.15","1,420.77","1,409.15","5.13B","0.90%"
"12/24/2020","1,426.00","1,420.15","1,432.28","1,415.35","5.26B","0.59%"
"12/25/2020","1,426.03","1,429.07","1,438.49","1,422.71","2.63B","0.00%"
"12/28/2020","1,439.29","1,431.67","1,442.79","1,431.67","2.98B","0.93%"
"12/29/2020","1,459.69","1,442.97","1,459.69","1,436.21","3.42B","1.42%"
"12/30/2020","1,479.91","1,463.07","1,483.16","1,463.07","4.19B","1.39%"
"12/31/2020","1,476.72","1,480.81","1,484.37","1,470.28","3.42B","-0.22%"
"01/04/2021","1,495.43","1,482.17","1,500.01","1,478.70","5.17B","1.27%"
"01/05/2021","1,489.56","1,492.19","1,506.89","1,474.76","6.66B","-0.39%"
"01/06/2021","1,505.42","1,501.61","1,509.49","1,497.09","5.33B","1.06%"
"01/07/2021","1,522.24","1,511.60","1,522.70","1,505.70","6.18B","1.12%"
"01/08/2021","1,540.61","1,526.51","1,542.75","1,519.80","5.50B","1.21%"
"01/11/2021","1,536.19","1,539.96","1,557.45","1,522.25","5.41B","-0.29%"
"01/12/2021","1,549.53","1,549.04","1,556.35","1,537.38","5.17B","0.87%"
"01/13/2021","1,559.28","1,559.77","1,567.88","1,545.26","4.88B","0.63%"
"01/14/2021","1,546.60","1,567.11","1,568.06","1,542.17","4.81B","-0.81%"
"01/15/2021","1,524.49","1,536.82","1,547.84","1,516.14","4.76B","-1.43%"
"01/18/2021","1,556.77","1,525.45","1,558.81","1,508.90","4.68B","2.12%"
"01/19/2021","1,565.01","1,569.56","1,578.30","1,561.02","4.84B","0.53%"
"01/20/2021","1,569.35","1,573.37","1,574.30","1,552.10","4.56B","0.28%"
"01/21/2021","1,551.57","1,578.03","1,582.04","1,551.57","5.61B","-1.13%"
"01/22/2021","1,542.45","1,551.47","1,555.59","1,525.93","4.69B","-0.59%"
"01/25/2021","1,540.21","1,556.57","1,560.13","1,536.97","4.81B","-0.15%"
"01/26/2021","1,536.11","1,538.03","1,548.61","1,516.81","5.30B","-0.27%"
"01/27/2021","1,467.00","1,536.13","1,541.01","1,467.00","5.79B","-4.50%"
"01/28/2021","1,498.32","1,453.37","1,498.43","1,431.32","5.83B","2.13%"
"01/29/2021","1,473.45","1,485.21","1,495.54","1,469.55","4.51B","-1.66%"
"02/01/2021","1,492.45","1,484.86","1,500.88","1,471.54","3.82B","1.29%"
"02/02/2021","1,511.43","1,505.09","1,517.53","1,500.04","4.77B","1.27%"
"02/03/2021","1,533.55","1,520.70","1,533.55","1,509.18","5.13B","1.46%"
"02/04/2021","1,534.90","1,537.65","1,544.63","1,530.82","4.22B","0.09%"
"02/05/2021","1,527.17","1,544.79","1,549.51","1,527.17","3.82B","-0.50%"
"02/08/2021","1,534.91","1,540.22","1,542.44","1,519.00","6.52B","0.51%"
"02/09/2021","1,544.05","1,538.53","1,551.83","1,535.59","5.43B","0.60%"
"02/10/2021","1,547.11","1,553.41","1,556.70","1,536.44","3.95B","0.20%"
"02/11/2021","1,545.59","1,548.69","1,558.08","1,543.67","3.34B","-0.10%"
"02/12/2021","1,538.44","1,542.50","1,548.69","1,526.72","3.02B","-0.46%"
"02/15/2021","1,562.49","1,551.12","1,565.83","1,547.38","2.96B","1.56%"
"02/16/2021","1,542.82","1,569.12","1,575.70","1,522.08","5.63B","-1.26%"
"02/17/2021","1,540.59","1,550.49","1,553.41","1,529.93","5.05B","-0.14%"
"02/18/2021","1,546.41","1,548.04","1,562.83","1,544.22","4.68B","0.38%"
"02/19/2021","1,560.34","1,551.54","1,567.42","1,550.14","4.24B","0.90%"
"02/22/2021","1,550.61","1,563.08","1,569.84","1,547.49","4.05B","-0.62%"
"02/23/2021","1,517.86","1,558.03","1,560.29","1,515.25","5.10B","-2.11%"
"02/24/2021","1,483.02","1,506.53","1,523.19","1,483.02","4.25B","-2.30%"
"02/25/2021","1,488.21","1,510.32","1,514.81","1,460.36","4.43B","0.35%"
"02/26/2021","1,471.39","1,457.18","1,480.04","1,443.17","3.71B","-1.13%"
"03/01/2021","1,527.45","1,491.88","1,527.45","1,491.13","3.24B","3.81%"
"03/02/2021","1,528.82","1,526.36","1,537.46","1,518.51","4.70B","0.09%"
"03/03/2021","1,531.05","1,538.80","1,553.96","1,526.54","4.18B","0.15%"
"03/04/2021","1,538.04","1,527.07","1,542.65","1,523.20","3.30B","0.46%"
"03/05/2021","1,541.98","1,534.40","1,546.08","1,528.47","3.40B","0.26%"
"03/08/2021","1,530.27","1,549.62","1,553.81","1,526.58","3.56B","-0.76%"
"03/09/2021","1,549.15","1,542.04","1,553.23","1,534.99","3.05B","1.23%"
"03/10/2021","1,564.94","1,551.30","1,565.97","1,551.30","3.00B","1.02%"
"03/11/2021","1,556.49","1,574.58","1,580.03","1,551.88","3.10B","-0.54%"
"03/12/2021","1,557.39","1,558.33","1,561.65","1,549.31","2.62B","0.06%"
"03/15/2021","1,555.47","1,558.78","1,566.39","1,553.49","2.09B","-0.12%"
"03/16/2021","1,570.42","1,561.41","1,572.91","1,557.54","2.17B","0.96%"
"03/17/2021","1,562.11","1,574.78","1,589.47","1,562.11","2.85B","-0.53%"
"03/18/2021","1,550.93","1,567.79","1,574.56","1,548.24","3.57B","-0.72%"
"03/19/2021","1,528.99","1,548.53","1,553.93","1,511.29","3.19B","-1.41%"
"03/22/2021","1,379.25","1,491.99","1,491.99","1,378.56","1.96B","-9.79%"
"03/23/2021","1,377.43","1,335.76","1,402.99","1,256.32","5.74B","-0.13%"
"03/24/2021","1,413.86","1,377.37","1,421.93","1,371.72","4.12B","2.64%"
"03/25/2021","1,394.36","1,416.99","1,432.62","1,394.19","3.51B","-1.38%"
"03/26/2021","1,382.15","1,409.20","1,412.35","1,359.15","2.95B","-0.88%"
"03/29/2021","1,392.57","1,385.74","1,398.89","1,382.47","2.67B","0.75%"
"03/30/2021","1,395.79","1,392.84","1,400.77","1,371.43","3.35B","0.23%"
"03/31/2021","1,391.73","1,397.47","1,403.75","1,389.86","2.34B","-0.29%"
"04/01/2021","1,426.56","1,399.34","1,426.56","1,399.34","3.17B","2.50%"
"04/02/2021","1,430.19","1,434.91","1,438.88","1,423.51","2.19B","0.25%"
"04/05/2021","1,442.06","1,428.99","1,443.02","1,428.88","2.56B","0.83%"
"04/06/2021","1,420.59","1,442.88","1,445.13","1,419.66","2.65B","-1.49%"
"04/07/2021","1,417.89","1,420.94","1,422.48","1,402.36","2.78B","-0.19%"
"04/08/2021","1,416.55","1,422.22","1,430.34","1,415.06","2.10B","-0.09%"
"04/09/2021","1,393.24","1,413.18","1,414.95","1,373.65","2.87B","-1.65%"
"04/12/2021","1,375.91","1,393.47","1,398.12","1,374.67","2.30B","-1.24%"
"04/13/2021","1,378.37","1,380.11","1,386.36","1,352.74","2.86B","0.18%"
"04/14/2021","1,409.19","1,380.71","1,409.19","1,380.71","2.63B","2.24%"
"04/15/2021","1,407.76","1,409.76","1,418.52","1,398.28","4.19B","-0.10%"
"04/16/2021","1,408.14","1,405.50","1,412.56","1,400.49","2.32B","0.03%"
"04/19/2021","1,377.23","1,409.85","1,416.03","1,377.23","2.49B","-2.20%"
"04/20/2021","1,365.27","1,376.37","1,385.88","1,357.26","2.56B","-0.87%"
"04/21/2021","1,330.48","1,363.87","1,365.50","1,308.52","2.31B","-2.55%"
"04/22/2021","1,345.15","1,320.16","1,345.50","1,309.23","2.09B","1.10%"
"04/26/2021","1,374.00","1,343.85","1,374.00","1,343.58","1.95B","2.14%"
"04/27/2021","1,392.00","1,381.73","1,397.61","1,381.73","1.87B","1.31%"
"04/28/2021","1,385.91","1,391.47","1,394.64","1,379.93","1.69B","-0.44%"
"04/29/2021","1,401.52","1,390.92","1,406.51","1,390.92","1.55B","1.13%"
"04/30/2021","1,397.82","1,399.05","1,405.91","1,396.49","1.84B","-0.26%"
"05/03/2021","1,421.15","1,400.15","1,421.15","1,400.15","1.95B","1.67%"
"05/04/2021","1,416.25","1,423.21","1,428.07","1,411.00","2.28B","-0.34%"
"05/05/2021","1,420.00","1,419.58","1,425.04","1,409.33","1.79B","0.26%"
"05/06/2021","1,427.73","1,422.56","1,434.72","1,422.56","2.29B","0.54%"
"05/07/2021","1,441.33","1,432.25","1,444.79","1,423.39","4.00B","0.95%"
"05/10/2021","1,460.90","1,448.99","1,462.47","1,447.91","2.49B","1.36%"
"05/11/2021","1,444.87","1,447.96","1,455.89","1,438.38","2.48B","-1.10%"
"05/12/2021","1,441.33","1,441.41","1,444.98","1,437.66","922.31M","-0.25%"
"05/17/2021","1,454.25","1,446.96","1,455.48","1,445.61","1.99B","0.90%"
"05/18/2021","1,459.57","1,461.15","1,465.56","1,459.57","2.16B","0.37%"
"05/20/2021","1,449.82","1,451.87","1,454.81","1,439.36","2.33B","-0.67%"
"05/21/2021","1,451.84","1,456.44","1,462.28","1,449.28","1.97B","0.14%"
"05/24/2021","1,452.18","1,453.69","1,457.77","1,441.70","2.02B","0.02%"
"05/25/2021","1,400.22","1,457.48","1,459.26","1,400.22","3.34B","-3.58%"
"05/26/2021","1,427.06","1,413.12","1,427.06","1,392.87","2.65B","1.92%"
"05/27/2021","1,415.03","1,426.55","1,428.87","1,411.46","2.54B","-0.84%"
"05/28/2021","1,422.06","1,413.12","1,422.80","1,401.25","2.10B","0.50%"
"05/31/2021","1,420.49","1,423.09","1,427.44","1,414.32","2.04B","-0.11%"
"06/01/2021","1,432.04","1,424.47","1,433.55","1,423.00","2.08B","0.81%"
"06/02/2021","1,430.73","1,420.40","1,434.79","1,418.77","2.23B","-0.09%"
"06/03/2021","1,428.13","1,434.72","1,441.15","1,411.52","2.64B","-0.18%"
"06/04/2021","1,432.93","1,428.91","1,435.24","1,427.40","1.87B","0.34%"
"06/07/2021","1,447.08","1,433.96","1,450.55","1,432.64","1.97B","0.99%"
"06/08/2021","1,447.59","1,447.49","1,453.90","1,443.39","1.95B","0.04%"
"06/09/2021","1,449.17","1,449.85","1,453.36","1,445.69","2.04B","0.11%"
"06/10/2021","1,456.68","1,453.24","1,461.97","1,449.64","2.40B","0.52%"
"06/11/2021","1,460.86","1,461.22","1,464.49","1,455.39","2.23B","0.29%"
"06/14/2021","1,454.25","1,466.57","1,468.95","1,450.67","1.85B","-0.45%"
"06/15/2021","1,442.56","1,451.06","1,456.56","1,431.70","2.81B","-0.80%"
"06/16/2021","1,431.31","1,441.36","1,444.79","1,431.31","1.74B","-0.78%"
"06/17/2021","1,414.15","1,423.00","1,429.23","1,413.58","2.11B","-1.20%"
"06/18/2021","1,391.06","1,417.95","1,422.29","1,388.71","2.10B","-1.63%"
"06/21/2021","1,398.52","1,388.20","1,398.52","1,378.34","1.86B","0.54%"
"06/22/2021","1,409.85","1,402.88","1,411.44","1,394.25","1.75B","0.81%"
"06/23/2021","1,402.35","1,415.44","1,419.77","1,401.32","2.10B","-0.53%"
"06/24/2021","1,410.79","1,405.26","1,416.14","1,405.17","1.77B","0.60%"
"06/25/2021","1,391.86","1,413.99","1,414.88","1,391.69","1.50B","-1.34%"
"06/28/2021","1,373.25","1,395.16","1,397.55","1,368.24","2.04B","-1.34%"
"06/29/2021","1,371.67","1,371.96","1,374.74","1,351.64","1.95B","-0.12%"
"06/30/2021","1,356.34","1,374.94","1,376.71","1,352.23","1.85B","-1.12%"
"07/01/2021","1,372.78","1,358.20","1,372.78","1,358.20","1.35B","1.21%"
"07/02/2021","1,376.67","1,376.88","1,379.79","1,367.68","1.31B","0.28%"
"07/05/2021","1,392.64","1,375.97","1,392.64","1,375.72","1.34B","1.16%"
"07/06/2021","1,382.58","1,394.72","1,399.90","1,382.58","1.79B","-0.72%"
"07/07/2021","1,390.58","1,384.57","1,392.84","1,383.97","1.55B","0.58%"
"07/08/2021","1,372.98","1,387.74","1,390.89","1,372.54","1.55B","-1.27%"
"07/09/2021","1,378.28","1,374.44","1,381.74","1,371.53","1.46B","0.39%"
"07/12/2021","1,356.96","1,378.63","1,382.45","1,355.23","1.64B","-1.55%"
"07/13/2021","1,346.84","1,358.27","1,360.14","1,341.52","1.38B","-0.75%"
"07/14/2021","1,367.25","1,349.22","1,368.98","1,349.22","1.15B","1.52%"
"07/16/2021","1,363.28","1,370.32","1,373.63","1,356.95","999.35M","-0.29%"
"07/19/2021","1,351.59","1,357.93","1,357.93","1,348.39","498.07M","-0.86%"
"07/26/2021","1,349.11","1,355.54","1,362.57","1,345.52","1.48B","-0.18%"
"07/27/2021","1,359.55","1,348.08","1,360.50","1,341.93","1.49B","0.77%"
"07/28/2021","1,360.75","1,358.79","1,367.63","1,355.23","1.41B","0.09%"
"07/29/2021","1,391.64","1,370.52","1,393.37","1,370.52","1.63B","2.27%"
"07/30/2021","1,392.91","1,383.25","1,392.91","1,380.02","1.84B","0.09%"
"08/02/2021","1,399.65","1,397.98","1,405.63","1,394.66","2.22B","0.48%"
"08/03/2021","1,408.81","1,402.26","1,409.36","1,394.27","2.33B","0.65%"
"08/04/2021","1,413.80","1,411.90","1,422.34","1,411.90","1.99B","0.35%"
"08/05/2021","1,431.78","1,409.05","1,431.78","1,407.56","2.07B","1.27%"
"08/06/2021","1,434.76","1,433.60","1,440.53","1,425.06","1.87B","0.21%"
"08/09/2021","1,432.61","1,436.85","1,443.29","1,431.75","1.85B","-0.15%"
"08/10/2021","1,437.46","1,429.51","1,441.81","1,426.47","1.93B","0.34%"
"08/11/2021","1,410.87","1,438.92","1,439.48","1,409.81","2.14B","-1.85%"
"08/12/2021","1,444.46","1,419.69","1,447.63","1,419.69","2.03B","2.38%"
"08/13/2021","1,447.64","1,444.82","1,449.25","1,440.09","1.39B","0.22%"
"08/16/2021","1,455.25","1,451.33","1,461.96","1,451.33","2.05B","0.53%"
"08/17/2021","1,461.69","1,454.14","1,461.69","1,449.58","1.88B","0.44%"
"08/18/2021","1,449.59","1,465.81","1,467.16","1,448.48","2.13B","-0.83%"
"08/19/2021","1,439.86","1,441.38","1,445.74","1,433.85","1.74B","-0.67%"
"08/20/2021","1,444.63","1,439.62","1,449.27","1,432.40","1.63B","0.33%"
"08/23/2021","1,459.33","1,454.91","1,463.07","1,453.68","1.72B","1.02%"
"08/24/2021","1,465.89","1,465.18","1,472.46","1,463.91","1.66B","0.45%"
"08/25/2021","1,453.30","1,465.28","1,471.43","1,451.92","1.86B","-0.86%"
"08/26/2021","1,448.52","1,456.00","1,463.79","1,445.17","1.71B","-0.33%"
"08/27/2021","1,458.23","1,450.87","1,458.23","1,444.11","1.59B","0.67%"
"08/31/2021","1,472.07","1,467.18","1,474.47","1,463.01","1.89B","0.95%"
"09/01/2021","1,474.13","1,475.62","1,478.96","1,468.42","1.66B","0.14%"
"09/02/2021","1,479.12","1,474.85","1,484.95","1,472.05","1.53B","0.34%"
"09/03/2021","1,468.67","1,480.35","1,482.11","1,464.80","1.77B","-0.71%"
"09/06/2021","1,474.72","1,469.75","1,478.73","1,469.75","1.70B","0.41%"
"09/07/2021","1,454.74","1,474.21","1,476.33","1,454.74","1.85B","-1.35%"
"09/08/2021","1,433.85","1,454.83","1,457.27","1,432.54","1.95B","-1.44%"
"09/09/2021","1,452.67","1,430.98","1,452.67","1,427.77","1.69B","1.31%"
"09/10/2021","1,438.72","1,455.46","1,457.10","1,437.62","1.51B","-0.96%"
"09/13/2021","1,438.28","1,439.75","1,447.96","1,433.75","1.60B","-0.03%"
"09/14/2021","1,434.43","1,440.67","1,443.50","1,428.96","1.74B","-0.27%"
"09/15/2021","1,423.97","1,433.86","1,440.90","1,420.38","1.61B","-0.73%"
"09/16/2021","1,418.03","1,423.95","1,434.74","1,412.78","1.54B","-0.42%"
"09/17/2021","1,419.43","1,424.04","1,427.07","1,412.23","1.54B","0.10%"
"09/20/2021","1,391.91","1,407.67","1,407.67","1,386.33","1.74B","-1.94%"
"09/21/2021","1,385.61","1,400.84","1,403.76","1,383.35","1.70B","-0.45%"
"09/22/2021","1,407.46","1,393.25","1,407.46","1,385.48","1.50B","1.58%"
"09/23/2021","1,401.46","1,409.28","1,417.45","1,394.35","2.68B","-0.43%"
"09/24/2021","1,384.68","1,397.36","1,397.36","1,376.01","2.03B","-1.20%"
"09/27/2021","1,391.74","1,393.19","1,397.71","1,380.81","1.68B","0.51%"
"09/28/2021","1,383.77","1,391.44","1,393.38","1,379.13","1.87B","-0.57%"
"09/29/2021","1,391.92","1,392.13","1,396.67","1,389.85","1.72B","0.59%"
"09/30/2021","1,406.39","1,393.64","1,409.19","1,386.09","2.07B","1.04%"
"10/01/2021","1,401.46","1,398.93","1,407.79","1,394.55","1.53B","-0.35%"
"10/04/2021","1,394.37","1,402.73","1,407.84","1,394.37","1.58B","-0.51%"
"10/05/2021","1,391.65","1,396.11","1,396.44","1,388.54","1.67B","-0.20%"
"10/06/2021","1,371.69","1,390.72","1,392.40","1,371.54","2.27B","-1.43%"
"10/07/2021","1,396.92","1,385.05","1,397.93","1,385.05","2.05B","1.84%"
"10/08/2021","1,398.00","1,398.04","1,404.60","1,393.56","1.93B","0.08%"
"10/11/2021","1,416.30","1,401.59","1,419.70","1,401.59","1.70B","1.31%"
"10/12/2021","1,416.82","1,409.42","1,423.02","1,408.01","2.14B","0.04%"
"10/13/2021","1,413.54","1,421.31","1,432.13","1,408.21","2.56B","-0.23%"
"10/14/2021","1,411.75","1,412.17","1,422.44","1,407.88","1.78B","-0.13%"
"10/15/2021","1,409.56","1,417.45","1,421.69","1,397.15","2.61B","-0.16%"
"10/18/2021","1,417.70","1,411.38","1,419.22","1,407.87","2.05B","0.58%"
"10/19/2021","1,429.85","1,423.81","1,434.67","1,423.81","1.91B","0.86%"
"10/20/2021","1,432.80","1,432.24","1,437.93","1,427.67","2.21B","0.21%"
"10/21/2021","1,455.42","1,433.29","1,455.42","1,417.21","3.43B","1.58%"
"10/22/2021","1,479.93","1,456.07","1,484.89","1,453.97","2.71B","1.68%"
"10/25/2021","1,492.93","1,474.97","1,495.10","1,470.59","3.06B","0.88%"
"10/26/2021","1,509.20","1,501.17","1,512.74","1,501.17","2.25B","1.09%"
"10/27/2021","1,519.25","1,507.77","1,520.66","1,503.03","2.93B","0.67%"
"10/28/2021","1,522.04","1,518.91","1,524.65","1,516.54","1.10B","0.18%"
"11/01/2021","1,536.32","1,522.28","1,538.52","1,516.24","2.57B","0.94%"
"11/02/2021","1,533.05","1,538.77","1,545.88","1,528.42","2.65B","-0.21%"
"11/03/2021","1,547.03","1,532.93","1,547.03","1,491.67","4.39B","0.91%"
"11/04/2021","1,575.67","1,562.15","1,577.36","1,562.15","4.00B","1.85%"
"11/05/2021","1,583.59","1,575.83","1,586.59","1,568.82","3.14B","0.50%"
